feature_name,group
"TRIAMCINOLONE ACETONIDE_quantity_value_(30.0, 60.0]",668
"TRIAMCINOLONE ACETONIDE_quantity_value_(60.0, 80.0]",668
"TRIAMCINOLONE ACETONIDE_quantity_value_(80.0, 1362.0]",668
"TRIAMCIN_amount_value_(-0.001, 3.0]",669
"TRIAMCIN_amount_value_(3.0, 6.0]",669
"TRIAMCIN_amount_value_(6.0, 302.1]",669
"TRIAMCIN_amount_value_(302.1, 2500.0]",669
"TRIAMCIN_amount_value_(2500.0, 1680003000.0]",669
"TRIAMTERENE/HYDROCHLOROTHIAZID_quantity_value_(-0.001, 30.0]",670
"TRIAMTERENE/HYDROCHLOROTHIAZID_quantity_value_(30.0, 90.0]",670
"TRIAMTERENE/HYDROCHLOROTHIAZID_quantity_value_(90.0, 270.0]",670
"TRIAMTERENE_amount_value_(-0.001, 1125.0]",671
"TRIAMTERENE_amount_value_(1125.0, 3375.0]",671
"TRIAMTERENE_amount_value_(3375.0, 13500.0]",671
"TRIAZOLAM_quantity_value_(0.999, 2.0]",672
"TRIAZOLAM_quantity_value_(2.0, 4.0]",672
"TRIAZOLAM_quantity_value_(4.0, 30.0]",672
"TRIAZOLAM_quantity_value_(30.0, 180.0]",672
"TRIMETHOPRIM_amount_value_(-0.001, 300.0]",673
"TRIMETHOPRIM_amount_value_(300.0, 1200.0]",673
"TRIMETHOPRIM_amount_value_(1200.0, 2400.0]",673
"TRIMETHOPRIM_amount_value_(2400.0, 6000.0]",673
"TRIMETHOPRIM_amount_value_(6000.0, 1680000100.0]",673
"UNKNOWN_quantity_value_(0.499, 2.0]",674
"UNKNOWN_quantity_value_(2.0, 100.0]",674
"UNKNOWN_quantity_value_(100.0, 1080.0]",674
"UREA_amount_value_(-0.001, 28.0]",675
"UREA_amount_value_(28.0, 79.44]",675
"UREA_amount_value_(79.44, 520.0]",675
"UREA_amount_value_(520.0, 3240.6]",675
"UREA_amount_value_(3240.6, 1680000000.0]",675
"UREA_quantity_value_(14.399000000000001, 50.0]",676
"UREA_quantity_value_(50.0, 85.0]",676
"UREA_quantity_value_(85.0, 150.0]",676
"UREA_quantity_value_(150.0, 198.6]",676
"UREA_quantity_value_(198.6, 325.0]",676
"URSODIOL_quantity_value_(5.999, 60.0]",677
"URSODIOL_quantity_value_(60.0, 90.0]",677
"URSODIOL_quantity_value_(90.0, 450.0]",677
"VALACYCLOVIR HCL_quantity_value_(0.999, 10.0]",678
"VALACYCLOVIR HCL_quantity_value_(10.0, 21.0]",678
"VALACYCLOVIR HCL_quantity_value_(21.0, 30.0]",678
"VALACYCLOVIR HCL_quantity_value_(30.0, 180.0]",678
"VALSARTAN/HYDROCHLOROTHIAZIDE_quantity_value_(-0.001, 30.0]",679
"VALSARTAN/HYDROCHLOROTHIAZIDE_quantity_value_(30.0, 90.0]",679
"VALSARTAN/HYDROCHLOROTHIAZIDE_quantity_value_(90.0, 180.0]",679
"VALSARTAN_amount_value_(-0.001, 4800.0]",680
"VALSARTAN_amount_value_(4800.0, 9600.0]",680
"VALSARTAN_amount_value_(9600.0, 14400.0]",680
"VALSARTAN_amount_value_(14400.0, 1680000000.0]",680
"VALSARTAN_quantity_value_(2.999, 30.0]",681
"VALSARTAN_quantity_value_(30.0, 90.0]",681
"VALSARTAN_quantity_value_(90.0, 225.0]",681
"VARDENAFIL HCL_quantity_value_(0.999, 3.0]",682
"VARDENAFIL HCL_quantity_value_(3.0, 5.0]",682
"VARDENAFIL HCL_quantity_value_(5.0, 6.0]",682
"VARDENAFIL HCL_quantity_value_(6.0, 30.0]",682
"VARENICLINE TARTRATE_amount_value_(-0.001, 26.5]",683
"VARENICLINE TARTRATE_amount_value_(26.5, 300.0]",683
"VARENICLINE TARTRATE_amount_value_(300.0, 1200.0]",683
"VARENICLINE TARTRATE_amount_value_(1200.0, 5400.0]",683
"VARENICLINE TARTRATE_amount_value_(5400.0, 4335000.0]",683
"VARENICLINE TARTRATE_quantity_value_(9.999, 53.0]",684
"VARENICLINE TARTRATE_quantity_value_(53.0, 56.0]",684
"VARENICLINE TARTRATE_quantity_value_(56.0, 221.0]",684
"VENLAFAXINE HCL_quantity_value_(-0.001, 30.0]",685
"VENLAFAXINE HCL_quantity_value_(30.0, 60.0]",685
"VENLAFAXINE HCL_quantity_value_(60.0, 90.0]",685
"VENLAFAXINE HCL_quantity_value_(90.0, 540.0]",685
"VERAPAMIL HCL_amount_value_(7.199, 38.88]",686
"VERAPAMIL HCL_amount_value_(38.88, 228.0]",686
"VERAPAMIL HCL_amount_value_(732.0, 1740.0]",686
"VERAPAMIL HCL_amount_value_(1740.0, 3000.0]",686
"VERAPAMIL HCL_quantity_value_(4.999, 30.0]",687
"VERAPAMIL HCL_quantity_value_(30.0, 60.0]",687
"VERAPAMIL HCL_quantity_value_(60.0, 90.0]",687
"VERAPAMIL HCL_quantity_value_(90.0, 540.0]",687
"WARFARIN SODIUM_quantity_value_(1.999, 30.0]",688
"WARFARIN SODIUM_quantity_value_(30.0, 32.0]",688
"WARFARIN SODIUM_quantity_value_(32.0, 60.0]",688
"WARFARIN SODIUM_quantity_value_(60.0, 90.0]",688
"WARFARIN SODIUM_quantity_value_(90.0, 630.0]",688
"ZALEPLON_quantity_value_(1.999, 30.0]",689
"ZALEPLON_quantity_value_(30.0, 180.0]",689
"ZOLMITRIPTAN_quantity_value_(0.999, 4.0]",690
"ZOLMITRIPTAN_quantity_value_(4.0, 6.0]",690
"ZOLMITRIPTAN_quantity_value_(6.0, 12.0]",690
"ZOLMITRIPTAN_quantity_value_(12.0, 90.0]",690
"ZOLPIDEM TARTRATE_quantity_value_(-0.001, 30.0]",691
"ZOLPIDEM TARTRATE_quantity_value_(30.0, 180.0]",691
"ETHINYL ESTRADIOL_amount_value_(-0.001, 0.98]",692
"ETHINYL ESTRADIOL_amount_value_(0.98, 2.73]",692
"ETHINYL ESTRADIOL_amount_value_(2.73, 450.0]",692
"ETHINYL ESTRADIOL_amount_value_(450.0, 1680.0]",692
"ETHINYL ESTRADIOL_amount_value_(1680.0, 1680010560.0]",692
"ETHINYL ESTRADIOL_amount_sum_(-0.001, 60000008271.25]",693
Abdominal pain_value_n,694
Abdominal pain_value_y,694
Adjustment disorders_value_n,695
Adjustment disorders_value_y,695
"Age at surgery_value_(17.999, 34.0]",696
"Age at surgery_value_(34.0, 42.0]",696
"Age at surgery_value_(42.0, 49.0]",696
"Age at surgery_value_(49.0, 56.0]",696
"Age at surgery_value_(56.0, 64.0]",696
Alcohol-related disorders_value_n,697
Alcohol-related disorders_value_y,697
Anxiety disorders_value_n,698
Anxiety disorders_value_y,698
Arthritis and joint pain_value_n,699
Arthritis and joint pain_value_y,699
"Attention deficit, conduct, and disruptive behavior disorders_value_n",700
"Attention deficit, conduct, and disruptive behavior disorders_value_y",700
"Back (thoracic, lumbar, sacral spine)_value_n",701
"Back (thoracic, lumbar, sacral spine)_value_y",701
"Charlson Comorbidity Index_value_(-0.001, 1.0]",702
"Charlson Comorbidity Index_value_(1.0, 19.0]",702
Chronic fatigue syndrome_value_n,703
Chronic fatigue syndrome_value_y,703
Diskinesis of the esophagus_value_n,704
Diskinesis of the esophagus_value_y,704
Dry eyes_value_n,705
Dry eyes_value_y,705
Dyspepsia_value_n,706
Dyspepsia_value_y,706
Endometriosis_value_n,707
Endometriosis_value_y,707
Fibromyalgia_value_n,708
Fibromyalgia_value_y,708
Functional bowel (includes IBS)_value_n,709
Functional bowel (includes IBS)_value_y,709
Headache/head pain/suboccipital headache_value_n,710
Headache/head pain/suboccipital headache_value_y,710
Headache; including migraine_value_n,711
Headache; including migraine_value_y,711
"Impulsive control disorders, NEC_value_n",712
"Impulsive control disorders, NEC_value_y",712
Insomnia_value_n,713
Insomnia_value_y,713
Interstitial cystitis_value_n,714
Interstitial cystitis_value_y,714
"Is a home owner_value_(-0.001, 1.0]",715
Is an inpatient_value_n,716
Is an inpatient_value_y,716
Migraine_value_n,717
Migraine_value_y,717
Miscellaneous disorders_value_n,718
Miscellaneous disorders_value_y,718
Mood disorders_value_n,719
Mood disorders_value_y,719
Neck (cervical spine)_value_n,720
Neck (cervical spine)_value_y,720
Noncardiac or nonmusculoskeletal chest pain_value_n,721
Noncardiac or nonmusculoskeletal chest pain_value_y,721
"Number of adults in household_value_(-0.001, 1.0]",722
"Number of adults in household_value_(1.0, 2.0]",722
"Number of adults in household_value_(2.0, 3.0]",722
"Number of adults in household_value_(3.0, 4.0]",722
"Number of adults in household_value_(4.0, 15.0]",722
"Number of children in household_value_(-0.001, 1.0]",723
"Number of children in household_value_(1.0, 11.0]",723
Occipital neuralgia/headache_value_n,724
Occipital neuralgia/headache_value_y,724
Opioid prescription within 30 days prior surgery/admission_value_n,725
Opioid prescription within 30 days prior surgery/admission_value_y,725
Osteoarthritis_value_n,726
Osteoarthritis_value_y,726
Other non-traumatic joint disorders_value_n,727
Other non-traumatic joint disorders_value_y,727
Personality disorders_value_n,728
Personality disorders_value_y,728
Preop benzodiazepine use_value_n,729
Preop benzodiazepine use_value_y,729
Rheumatoid arthritis and related disease_value_n,730
Rheumatoid arthritis and related disease_value_y,730
Schizophrenia and other psychotic disorders_value_n,731
Schizophrenia and other psychotic disorders_value_y,731
Screening and history of mental health and substance abuse codes_value_n,732
Screening and history of mental health and substance abuse codes_value_y,732
Sicca syndrome_value_n,733
Sicca syndrome_value_y,733
Spondylosis; intervertebral disc disorders; other back problems_value_n,734
Spondylosis; intervertebral disc disorders; other back problems_value_y,734
Substance related disorders_value_n,735
Substance related disorders_value_y,735
Suicide and intentional self-inflicted injury_value_n,736
Suicide and intentional self-inflicted injury_value_y,736
Temporal mandibular joint disorders_value_n,737
Temporal mandibular joint disorders_value_y,737
Tension headache_value_n,738
Tension headache_value_y,738
Tinnitus_value_n,739
Tinnitus_value_y,739
Uses tobacco_value_n,740
Uses tobacco_value_y,740
Vulvodynias_value_n,741
Vulvodynias_value_y,741
division_value_EAST NORTH CENTRAL,742
division_value_EAST SOUTH CENTRAL,742
division_value_MIDDLE ATLANTIC,742
division_value_MOUNTAIN,742
division_value_NEW ENGLAND,742
division_value_PACIFIC,742
division_value_SOUTH ATLANTIC,742
division_value_UNKNOWN,742
division_value_WEST NORTH CENTRAL,742
division_value_WEST SOUTH CENTRAL,742
education_value_A,743
education_value_B,743
education_value_C,743
education_value_D,743
education_value_U,743
gender_value_F,744
gender_value_M,744
gender_value_U,744
"house_income_value_(-0.001, 1.0]",745
"house_income_value_(1.0, 4.0]",745
"house_income_value_(4.0, 5.0]",745
"house_income_value_(5.0, 6.0]",745
"networth_value_(-0.001, 1.0]",746
"networth_value_(1.0, 2.0]",746
"networth_value_(2.0, 3.0]",746
"networth_value_(3.0, 4.0]",746
"networth_value_(4.0, 5.0]",746
"occupation_value_(0.999, 2.0]",747
"occupation_value_(2.0, 3.0]",747
"occupation_value_(3.0, 4.0]",747
occupation_value_U,747
poverty_value_A,748
poverty_value_B,748
poverty_value_U,748
race_value_A,749
race_value_B,749
race_value_H,749
race_value_U,749
race_value_W,749
surg_gp_value_Major Surgery,750
surg_gp_value_Minor Surgery,750
"ACETAMINOPHEN WITH CODEINE_recency_value_(334.999, 350.0]",751
"ACETAMINOPHEN WITH CODEINE_recency_value_(350.0, 358.0]",751
"ACETAMINOPHEN WITH CODEINE_recency_value_(358.0, 361.0]",751
"ACETAMINOPHEN WITH CODEINE_recency_value_(361.0, 363.0]",751
"ACETAMINOPHEN WITH CODEINE_recency_value_(363.0, 364.0]",751
"ACETAZOLAMIDE_recency_value_(-0.001, 86.0]",752
"ACETAZOLAMIDE_recency_value_(86.0, 192.0]",752
"ACETAZOLAMIDE_recency_value_(192.0, 263.0]",752
"ACETAZOLAMIDE_recency_value_(263.0, 337.0]",752
"ACETAZOLAMIDE_recency_value_(337.0, 364.0]",752
"ACYCLOVIR_recency_value_(-0.001, 109.6]",753
"ACYCLOVIR_recency_value_(109.6, 207.0]",753
"ACYCLOVIR_recency_value_(207.0, 280.0]",753
"ACYCLOVIR_recency_value_(280.0, 334.0]",753
"ACYCLOVIR_recency_value_(334.0, 364.0]",753
"ADALIMUMAB_recency_value_(19.999, 248.2]",754
"ADALIMUMAB_recency_value_(248.2, 324.0]",754
"ADALIMUMAB_recency_value_(324.0, 344.0]",754
"ADALIMUMAB_recency_value_(344.0, 352.0]",754
"ADALIMUMAB_recency_value_(352.0, 364.0]",754
"ADAPALENE_recency_value_(1.999, 86.0]",755
"ADAPALENE_recency_value_(86.0, 164.4]",755
"ADAPALENE_recency_value_(164.4, 256.0]",755
"ADAPALENE_recency_value_(256.0, 311.6]",755
"ADAPALENE_recency_value_(311.6, 362.0]",755
"ALBUTEROL SULFATE_recency_value_(-0.001, 108.0]",756
"ALBUTEROL SULFATE_recency_value_(108.0, 194.0]",756
"ALBUTEROL SULFATE_recency_value_(194.0, 267.0]",756
"ALBUTEROL SULFATE_recency_value_(267.0, 326.0]",756
"ALBUTEROL SULFATE_recency_value_(326.0, 364.0]",756
"ALBUTEROL_recency_value_(-0.001, 56.4]",757
"ALBUTEROL_recency_value_(56.4, 112.4]",757
"ALBUTEROL_recency_value_(112.4, 189.0]",757
"ALBUTEROL_recency_value_(189.0, 282.0]",757
"ALBUTEROL_recency_value_(282.0, 361.0]",757
"ALENDRONATE SODIUM_recency_value_(0.999, 197.0]",758
"ALENDRONATE SODIUM_recency_value_(197.0, 296.0]",758
"ALENDRONATE SODIUM_recency_value_(296.0, 337.0]",758
"ALENDRONATE SODIUM_recency_value_(337.0, 351.0]",758
"ALENDRONATE SODIUM_recency_value_(351.0, 364.0]",758
"ALFUZOSIN HCL_recency_value_(9.999, 210.6]",759
"ALFUZOSIN HCL_recency_value_(210.6, 294.8]",759
"ALFUZOSIN HCL_recency_value_(294.8, 333.6]",759
"ALFUZOSIN HCL_recency_value_(333.6, 349.8]",759
"ALFUZOSIN HCL_recency_value_(349.8, 364.0]",759
"ALLOPURINOL_recency_value_(0.999, 265.0]",760
"ALLOPURINOL_recency_value_(265.0, 319.0]",760
"ALLOPURINOL_recency_value_(319.0, 341.0]",760
"ALLOPURINOL_recency_value_(341.0, 353.0]",760
"ALLOPURINOL_recency_value_(353.0, 364.0]",760
"ALPRAZOLAM_recency_value_(-0.001, 159.4]",761
"ALPRAZOLAM_recency_value_(159.4, 269.0]",761
"ALPRAZOLAM_recency_value_(269.0, 324.0]",761
"ALPRAZOLAM_recency_value_(324.0, 350.0]",761
"ALPRAZOLAM_recency_value_(350.0, 364.0]",761
"ALUMINUM CHLORIDE_recency_value_(-0.001, 114.0]",762
"ALUMINUM CHLORIDE_recency_value_(114.0, 183.0]",762
"ALUMINUM CHLORIDE_recency_value_(183.0, 252.0]",762
"ALUMINUM CHLORIDE_recency_value_(252.0, 315.0]",762
"ALUMINUM CHLORIDE_recency_value_(315.0, 360.0]",762
"AMITRIPTYLINE HCL_recency_value_(-0.001, 148.0]",763
"AMITRIPTYLINE HCL_recency_value_(148.0, 269.0]",763
"AMITRIPTYLINE HCL_recency_value_(269.0, 328.0]",763
"AMITRIPTYLINE HCL_recency_value_(328.0, 347.0]",763
"AMITRIPTYLINE HCL_recency_value_(347.0, 364.0]",763
"AMLODIPINE BES/OLMESARTAN MED_recency_value_(3.999, 232.0]",764
"AMLODIPINE BES/OLMESARTAN MED_recency_value_(232.0, 320.0]",764
"AMLODIPINE BES/OLMESARTAN MED_recency_value_(320.0, 342.0]",764
"AMLODIPINE BES/OLMESARTAN MED_recency_value_(342.0, 354.0]",764
"AMLODIPINE BES/OLMESARTAN MED_recency_value_(354.0, 364.0]",764
"AMLODIPINE BESYLATE/BENAZEPRIL_recency_value_(-0.001, 262.0]",765
"AMLODIPINE BESYLATE/BENAZEPRIL_recency_value_(262.0, 329.0]",765
"AMLODIPINE BESYLATE/BENAZEPRIL_recency_value_(329.0, 345.0]",765
"AMLODIPINE BESYLATE/BENAZEPRIL_recency_value_(345.0, 355.0]",765
"AMLODIPINE BESYLATE/BENAZEPRIL_recency_value_(355.0, 364.0]",765
"AMLODIPINE BESYLATE_recency_value_(0.999, 275.0]",766
"AMLODIPINE BESYLATE_recency_value_(275.0, 329.0]",766
"AMLODIPINE BESYLATE_recency_value_(329.0, 344.0]",766
"AMLODIPINE BESYLATE_recency_value_(344.0, 354.0]",766
"AMLODIPINE BESYLATE_recency_value_(354.0, 364.0]",766
"AMLODIPINE/VALSARTAN_recency_value_(8.999, 182.2]",767
"AMLODIPINE/VALSARTAN_recency_value_(182.2, 307.0]",767
"AMLODIPINE/VALSARTAN_recency_value_(307.0, 335.0]",767
"AMLODIPINE/VALSARTAN_recency_value_(335.0, 348.0]",767
"AMLODIPINE/VALSARTAN_recency_value_(348.0, 364.0]",767
"AMOX TR/POTASSIUM CLAVULANATE_recency_value_(-0.001, 75.0]",768
"AMOX TR/POTASSIUM CLAVULANATE_recency_value_(75.0, 152.0]",768
"AMOX TR/POTASSIUM CLAVULANATE_recency_value_(152.0, 230.0]",768
"AMOX TR/POTASSIUM CLAVULANATE_recency_value_(230.0, 305.0]",768
"AMOX TR/POTASSIUM CLAVULANATE_recency_value_(305.0, 364.0]",768
"AMOXICILLIN TRI/POTASSIUM CLAV_recency_value_(-0.001, 93.4]",769
"AMOXICILLIN TRI/POTASSIUM CLAV_recency_value_(93.4, 169.0]",769
"AMOXICILLIN TRI/POTASSIUM CLAV_recency_value_(169.0, 233.6]",769
"AMOXICILLIN TRI/POTASSIUM CLAV_recency_value_(233.6, 306.6]",769
"AMOXICILLIN TRI/POTASSIUM CLAV_recency_value_(306.6, 363.0]",769
"AMOXICILLIN TRIHYDRATE_recency_value_(-0.001, 78.0]",770
"AMOXICILLIN TRIHYDRATE_recency_value_(78.0, 155.0]",770
"AMOXICILLIN TRIHYDRATE_recency_value_(155.0, 229.0]",770
"AMOXICILLIN TRIHYDRATE_recency_value_(229.0, 301.0]",770
"AMOXICILLIN TRIHYDRATE_recency_value_(301.0, 364.0]",770
"AMOXICILLIN/POTASSIUM CLAV_recency_value_(-0.001, 104.0]",771
"AMOXICILLIN/POTASSIUM CLAV_recency_value_(104.0, 190.0]",771
"AMOXICILLIN/POTASSIUM CLAV_recency_value_(190.0, 264.0]",771
"AMOXICILLIN/POTASSIUM CLAV_recency_value_(264.0, 322.0]",771
"AMOXICILLIN/POTASSIUM CLAV_recency_value_(322.0, 364.0]",771
"AMOXICILLIN_recency_value_(-0.001, 99.0]",772
"AMOXICILLIN_recency_value_(99.0, 185.0]",772
"AMOXICILLIN_recency_value_(185.0, 256.0]",772
"AMOXICILLIN_recency_value_(256.0, 317.0]",772
"AMOXICILLIN_recency_value_(317.0, 364.0]",772
"AMPHET ASP/AMPHET/D-AMPHET_recency_value_(-0.001, 181.0]",773
"AMPHET ASP/AMPHET/D-AMPHET_recency_value_(181.0, 301.0]",773
"AMPHET ASP/AMPHET/D-AMPHET_recency_value_(301.0, 336.0]",773
"AMPHET ASP/AMPHET/D-AMPHET_recency_value_(336.0, 352.0]",773
"AMPHET ASP/AMPHET/D-AMPHET_recency_value_(352.0, 364.0]",773
"AMPICILLIN TRIHYDRATE_recency_value_(1.999, 95.6]",774
"AMPICILLIN TRIHYDRATE_recency_value_(95.6, 202.2]",774
"AMPICILLIN TRIHYDRATE_recency_value_(202.2, 296.2]",774
"AMPICILLIN TRIHYDRATE_recency_value_(296.2, 338.0]",774
"AMPICILLIN TRIHYDRATE_recency_value_(338.0, 364.0]",774
"ANASTROZOLE_recency_value_(7.999, 280.0]",775
"ANASTROZOLE_recency_value_(280.0, 324.8]",775
"ANASTROZOLE_recency_value_(324.8, 344.0]",775
"ANASTROZOLE_recency_value_(344.0, 353.0]",775
"ANASTROZOLE_recency_value_(353.0, 364.0]",775
"ANTIPYRINE/BENZOCAINE/GLYCERIN_recency_value_(0.999, 71.6]",776
"ANTIPYRINE/BENZOCAINE/GLYCERIN_recency_value_(71.6, 142.6]",776
"ANTIPYRINE/BENZOCAINE/GLYCERIN_recency_value_(142.6, 208.8]",776
"ANTIPYRINE/BENZOCAINE/GLYCERIN_recency_value_(208.8, 293.4]",776
"ANTIPYRINE/BENZOCAINE/GLYCERIN_recency_value_(293.4, 363.0]",776
"APREPITANT_recency_value_(5.999, 346.0]",777
"APREPITANT_recency_value_(346.0, 354.0]",777
"APREPITANT_recency_value_(354.0, 359.0]",777
"APREPITANT_recency_value_(359.0, 363.0]",777
"APREPITANT_recency_value_(363.0, 364.0]",777
"ARIPIPRAZOLE_recency_value_(0.999, 150.0]",778
"ARIPIPRAZOLE_recency_value_(150.0, 270.8]",778
"ARIPIPRAZOLE_recency_value_(270.8, 332.2]",778
"ARIPIPRAZOLE_recency_value_(332.2, 349.0]",778
"ARIPIPRAZOLE_recency_value_(349.0, 364.0]",778
"ARMODAFINIL_recency_value_(3.999, 223.0]",779
"ARMODAFINIL_recency_value_(223.0, 316.0]",779
"ARMODAFINIL_recency_value_(316.0, 344.0]",779
"ARMODAFINIL_recency_value_(344.0, 353.0]",779
"ARMODAFINIL_recency_value_(353.0, 364.0]",779
"ATENOLOL/CHLORTHALIDONE_recency_value_(10.999, 263.0]",780
"ATENOLOL/CHLORTHALIDONE_recency_value_(263.0, 330.0]",780
"ATENOLOL/CHLORTHALIDONE_recency_value_(330.0, 344.6]",780
"ATENOLOL/CHLORTHALIDONE_recency_value_(344.6, 355.0]",780
"ATENOLOL/CHLORTHALIDONE_recency_value_(355.0, 364.0]",780
"ATENOLOL_recency_value_(-0.001, 272.0]",781
"ATENOLOL_recency_value_(272.0, 325.0]",781
"ATENOLOL_recency_value_(325.0, 343.0]",781
"ATENOLOL_recency_value_(343.0, 354.0]",781
"ATENOLOL_recency_value_(354.0, 364.0]",781
"ATOMOXETINE HCL_recency_value_(-0.001, 156.4]",782
"ATOMOXETINE HCL_recency_value_(156.4, 273.6]",782
"ATOMOXETINE HCL_recency_value_(273.6, 328.4]",782
"ATOMOXETINE HCL_recency_value_(328.4, 349.0]",782
"ATOMOXETINE HCL_recency_value_(349.0, 364.0]",782
"ATORVASTATIN CALCIUM_recency_value_(-0.001, 266.0]",783
"ATORVASTATIN CALCIUM_recency_value_(266.0, 320.0]",783
"ATORVASTATIN CALCIUM_recency_value_(320.0, 340.0]",783
"ATORVASTATIN CALCIUM_recency_value_(340.0, 353.0]",783
"ATORVASTATIN CALCIUM_recency_value_(353.0, 364.0]",783
"ATOVAQUONE/PROGUANIL HCL_recency_value_(-0.001, 70.6]",784
"ATOVAQUONE/PROGUANIL HCL_recency_value_(70.6, 142.2]",784
"ATOVAQUONE/PROGUANIL HCL_recency_value_(142.2, 213.4]",784
"ATOVAQUONE/PROGUANIL HCL_recency_value_(213.4, 286.4]",784
"ATOVAQUONE/PROGUANIL HCL_recency_value_(286.4, 361.0]",784
"AZATHIOPRINE_recency_value_(7.999, 256.0]",785
"AZATHIOPRINE_recency_value_(256.0, 319.0]",785
"AZATHIOPRINE_recency_value_(319.0, 339.0]",785
"AZATHIOPRINE_recency_value_(339.0, 351.0]",785
"AZATHIOPRINE_recency_value_(351.0, 364.0]",785
"AZELAIC ACID_recency_value_(-0.001, 97.6]",786
"AZELAIC ACID_recency_value_(97.6, 190.0]",786
"AZELAIC ACID_recency_value_(190.0, 266.8]",786
"AZELAIC ACID_recency_value_(266.8, 319.4]",786
"AZELAIC ACID_recency_value_(319.4, 364.0]",786
"AZELASTINE HCL_recency_value_(-0.001, 95.0]",787
"AZELASTINE HCL_recency_value_(95.0, 189.0]",787
"AZELASTINE HCL_recency_value_(189.0, 268.0]",787
"AZELASTINE HCL_recency_value_(268.0, 323.0]",787
"AZELASTINE HCL_recency_value_(323.0, 364.0]",787
"AZITHROMYCIN_recency_value_(-0.001, 95.0]",788
"AZITHROMYCIN_recency_value_(95.0, 176.0]",788
"AZITHROMYCIN_recency_value_(176.0, 246.0]",788
"AZITHROMYCIN_recency_value_(246.0, 310.0]",788
"AZITHROMYCIN_recency_value_(310.0, 364.0]",788
"BACLOFEN_recency_value_(5.999, 146.8]",789
"BACLOFEN_recency_value_(146.8, 261.0]",789
"BACLOFEN_recency_value_(261.0, 315.0]",789
"BACLOFEN_recency_value_(315.0, 345.0]",789
"BACLOFEN_recency_value_(345.0, 363.0]",789
"BECLOMETHASONE DIPROPIONATE_recency_value_(-0.001, 133.6]",790
"BECLOMETHASONE DIPROPIONATE_recency_value_(133.6, 233.4]",790
"BECLOMETHASONE DIPROPIONATE_recency_value_(233.4, 300.8]",790
"BECLOMETHASONE DIPROPIONATE_recency_value_(300.8, 339.0]",790
"BECLOMETHASONE DIPROPIONATE_recency_value_(339.0, 364.0]",790
"BELLADONNA ALKALOIDS/PHENOBARB_recency_value_(-0.001, 169.8]",791
"BELLADONNA ALKALOIDS/PHENOBARB_recency_value_(169.8, 272.2]",791
"BELLADONNA ALKALOIDS/PHENOBARB_recency_value_(272.2, 329.4]",791
"BELLADONNA ALKALOIDS/PHENOBARB_recency_value_(329.4, 352.2]",791
"BELLADONNA ALKALOIDS/PHENOBARB_recency_value_(352.2, 364.0]",791
"BENAZEPRIL HCL_recency_value_(3.999, 269.0]",792
"BENAZEPRIL HCL_recency_value_(269.0, 326.0]",792
"BENAZEPRIL HCL_recency_value_(326.0, 344.0]",792
"BENAZEPRIL HCL_recency_value_(344.0, 355.0]",792
"BENAZEPRIL HCL_recency_value_(355.0, 364.0]",792
"BENAZEPRIL/HYDROCHLOROTHIAZIDE_recency_value_(21.999, 273.8]",793
"BENAZEPRIL/HYDROCHLOROTHIAZIDE_recency_value_(273.8, 330.6]",793
"BENAZEPRIL/HYDROCHLOROTHIAZIDE_recency_value_(330.6, 343.0]",793
"BENAZEPRIL/HYDROCHLOROTHIAZIDE_recency_value_(343.0, 356.0]",793
"BENAZEPRIL/HYDROCHLOROTHIAZIDE_recency_value_(356.0, 364.0]",793
"BENZONATATE_recency_value_(-0.001, 83.0]",794
"BENZONATATE_recency_value_(83.0, 158.0]",794
"BENZONATATE_recency_value_(158.0, 232.0]",794
"BENZONATATE_recency_value_(232.0, 301.0]",794
"BENZONATATE_recency_value_(301.0, 364.0]",794
"BETAMET DIPROP/PROP GLY_recency_value_(-0.001, 89.0]",795
"BETAMET DIPROP/PROP GLY_recency_value_(89.0, 170.0]",795
"BETAMET DIPROP/PROP GLY_recency_value_(170.0, 240.0]",795
"BETAMET DIPROP/PROP GLY_recency_value_(240.0, 318.0]",795
"BETAMET DIPROP/PROP GLY_recency_value_(318.0, 364.0]",795
"BETAMETHASONE DIPROPIONATE_recency_value_(0.999, 90.0]",796
"BETAMETHASONE DIPROPIONATE_recency_value_(90.0, 178.0]",796
"BETAMETHASONE DIPROPIONATE_recency_value_(178.0, 247.0]",796
"BETAMETHASONE DIPROPIONATE_recency_value_(247.0, 317.0]",796
"BETAMETHASONE DIPROPIONATE_recency_value_(317.0, 364.0]",796
"BETAMETHASONE VALERATE_recency_value_(1.999, 85.0]",797
"BETAMETHASONE VALERATE_recency_value_(85.0, 164.2]",797
"BETAMETHASONE VALERATE_recency_value_(164.2, 246.8]",797
"BETAMETHASONE VALERATE_recency_value_(246.8, 322.8]",797
"BETAMETHASONE VALERATE_recency_value_(322.8, 362.0]",797
"BIMATOPROST_recency_value_(9.999, 212.2]",798
"BIMATOPROST_recency_value_(212.2, 292.6]",798
"BIMATOPROST_recency_value_(292.6, 325.4]",798
"BIMATOPROST_recency_value_(325.4, 348.0]",798
"BIMATOPROST_recency_value_(348.0, 364.0]",798
"BISAC/NACL/NAHCO3/KCL/PEG 3350_recency_value_(-0.001, 159.0]",799
"BISAC/NACL/NAHCO3/KCL/PEG 3350_recency_value_(159.0, 285.0]",799
"BISAC/NACL/NAHCO3/KCL/PEG 3350_recency_value_(285.0, 344.0]",799
